Equipment_ID,Date,Maintenance_Type,Issue_Description,Target
Equipment_1,2023-08-10,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-04-01,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-09-23,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-05-02,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2022-12-31,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-02-08,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-01-31,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2022-11-06,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-04-13,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-08-29,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-04-15,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2022-11-18,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2023-04-25,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-02-03,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2022-10-18,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-01-01,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2022-12-25,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-01-05,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-09-05,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-01-13,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2022-10-18,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-04-25,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-07-15,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-04-05,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-06-24,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-06-23,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-01-31,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-04-20,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-05-31,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-04-01,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-10-03,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-02-28,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-03-15,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-09-20,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-06-21,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-09-14,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2022-11-30,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2022-12-16,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2022-11-25,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-04-23,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-06-03,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-05-25,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-08-05,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-09-08,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2022-12-28,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-03-10,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-10-07,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2023-06-24,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2022-11-10,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-04-04,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2023-08-29,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-02-27,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2023-06-22,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-06-27,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2022-12-18,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-03-07,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-04-08,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-07-27,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-03-14,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2022-10-30,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2022-11-10,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2023-05-23,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-07-16,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-08-14,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-05-09,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-05-12,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-05-19,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-03-11,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-03-10,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2023-01-16,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-06-29,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-03-08,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-01-31,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-09-07,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-08-13,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-03-25,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-09-13,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-09-14,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-06-13,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2022-11-14,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-02-23,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-07-14,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-03-05,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-08-05,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2022-11-24,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2022-10-28,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-01-29,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-10-06,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-07-06,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-06-15,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2022-10-22,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-09-13,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-02-09,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2022-12-26,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-06-22,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2022-11-20,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-03-31,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2023-01-22,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-07-10,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-08-07,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2022-10-26,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-03-31,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-05-20,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2022-11-06,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-05-12,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-04-13,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2022-12-26,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-02-22,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-05-10,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-03-27,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2023-01-20,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-01-17,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-06-19,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2022-11-18,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-07-20,Scheduled Inspection,Normal Maintenance,Failure
Equipment_1,2023-01-24,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-02-02,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-11-14,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2022-12-05,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2022-10-19,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2022-10-27,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-04-30,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2022-11-05,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-06-02,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2022-10-17,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2022-11-21,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-02-11,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-08-08,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-01-25,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-07-31,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-09-11,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-09-09,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2022-11-08,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-04-15,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2022-11-25,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2022-11-16,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2023-03-16,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2023-02-10,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2022-12-17,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-06-25,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2022-10-21,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-01-25,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-10-09,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-01-22,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-09-11,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-07-23,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2022-12-21,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-05-14,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-05-29,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-10-04,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-07-05,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-06-17,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-08-24,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-07-14,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2022-12-15,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-04-29,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-08-28,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-08-27,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-06-11,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2023-08-08,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-06-17,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-09-03,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2022-12-07,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-07-30,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-09-18,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-08-23,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-03-20,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2022-12-25,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-12-25,Preventive Maintenance,Vibration Issue,Failure
Equipment_3,2023-07-18,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2022-11-04,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-01-19,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-08-27,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-07-11,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-01-24,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-04-26,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2023-01-07,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2023-05-26,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-04-03,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-02-14,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-07-12,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-07-19,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-07-13,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2022-12-23,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-09-27,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2022-11-02,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-01-19,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-04-03,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-09-07,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-01-19,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2022-12-24,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2022-11-23,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-04-06,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-02-20,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-05-11,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2022-11-08,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-10-15,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2022-11-27,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2022-10-28,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-09-23,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-09-05,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-08-21,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-03-13,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-08-21,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-09-11,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-08-22,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2022-10-27,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-01-15,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-06-04,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2023-03-23,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-08-26,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-07-29,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2022-11-27,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-02-03,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-08-06,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2023-09-21,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-07-24,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-07-11,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-08-08,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-08-30,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-02-13,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-03-14,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-09-20,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-10-09,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2023-09-10,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-09-23,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-08-25,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-02-02,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-08-27,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-08-21,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-01-03,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2022-12-10,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-02-19,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-07-04,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2022-11-29,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-04-23,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-08-02,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-10-12,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-01-27,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-01-25,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-09-19,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2023-07-03,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-08-25,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2022-11-25,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-07-15,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-05-23,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-09-28,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-06-06,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-04-07,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-10-01,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-09-28,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-07-28,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-08-07,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-06-10,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-02-15,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-04-30,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-05-05,Corrective Maintenance,Sensor Failure,Maintenance
